Date;Time;NO2(GT);PT08.S4(NO2)
10.07.2004;12.00.00;71;1416
10.07.2004;13.00.00;78;1409
10.07.2004;14.00.00;62;1323
10.07.2004;15.00.00;54;1323
10.07.2004;16.00.00;59;1303
10.07.2004;17.00.00;69;1328
10.07.2004;18.00.00;67;1363
10.07.2004;19.00.00;58;1387
10.07.2004;20.00.00;77;1559
10.07.2004;21.00.00;94;1551
10.07.2004;22.00.00;97;1588
10.07.2004;23.00.00;110;1682
11.07.2004;00.00.00;116;1713
11.07.2004;01.00.00;74;1513
11.07.2004;02.00.00;51;1423
11.07.2004;03.00.00;-200;1548
11.07.2004;04.00.00;40;1387
11.07.2004;05.00.00;36;1385
11.07.2004;06.00.00;35;1369
11.07.2004;07.00.00;48;1427
11.07.2004;08.00.00;38;1402
11.07.2004;09.00.00;54;1442
11.07.2004;10.00.00;57;1486
11.07.2004;11.00.00;54;1380
11.07.2004;12.00.00;46;1371
11.07.2004;13.00.00;36;1321
11.07.2004;14.00.00;19;1272
11.07.2004;15.00.00;34;1282
11.07.2004;16.00.00;63;1327
11.07.2004;17.00.00;86;1359
11.07.2004;18.00.00;65;1347
11.07.2004;19.00.00;101;1467
11.07.2004;20.00.00;116;1565
11.07.2004;21.00.00;124;1651
11.07.2004;22.00.00;136;1700
11.07.2004;23.00.00;108;1615
12.07.2004;00.00.00;82;1550
12.07.2004;01.00.00;68;1478
12.07.2004;02.00.00;22;1323
12.07.2004;03.00.00;-200;1303
12.07.2004;04.00.00;34;1331
12.07.2004;05.00.00;43;1423
12.07.2004;06.00.00;84;1671
12.07.2004;07.00.00;108;2085
12.07.2004;08.00.00;112;1945
12.07.2004;09.00.00;104;1586
12.07.2004;10.00.00;107;1496
12.07.2004;11.00.00;102;1525
12.07.2004;12.00.00;104;1690
12.07.2004;13.00.00;96;1592
12.07.2004;14.00.00;80;1550
12.07.2004;15.00.00;72;1514
12.07.2004;16.00.00;106;1551
12.07.2004;17.00.00;119;1762
12.07.2004;18.00.00;119;1782
12.07.2004;19.00.00;128;1797
12.07.2004;20.00.00;112;1625
12.07.2004;21.00.00;95;1488
12.07.2004;22.00.00;85;1414
12.07.2004;23.00.00;101;1493
13.07.2004;00.00.00;94;1563
13.07.2004;01.00.00;76;1476
13.07.2004;02.00.00;50;1353
13.07.2004;03.00.00;-200;1315
13.07.2004;04.00.00;51;1372
13.07.2004;05.00.00;42;1365
13.07.2004;06.00.00;62;1528
13.07.2004;07.00.00;111;2120
13.07.2004;08.00.00;129;2245
13.07.2004;09.00.00;135;1821
13.07.2004;10.00.00;139;1656
13.07.2004;11.00.00;134;1629
13.07.2004;12.00.00;141;1619
13.07.2004;13.00.00;112;1469
13.07.2004;14.00.00;105;1448
13.07.2004;15.00.00;72;1339
13.07.2004;16.00.00;90;1460
13.07.2004;17.00.00;126;1635
13.07.2004;18.00.00;154;1840
13.07.2004;19.00.00;173;2092
13.07.2004;20.00.00;162;1884
13.07.2004;21.00.00;128;1666
13.07.2004;22.00.00;120;1592
13.07.2004;23.00.00;111;1585
14.07.2004;00.00.00;89;1522
14.07.2004;01.00.00;69;1448
14.07.2004;02.00.00;70;1469
14.07.2004;03.00.00;-200;1380
14.07.2004;04.00.00;59;1334
14.07.2004;05.00.00;73;1444
14.07.2004;06.00.00;89;1616
14.07.2004;07.00.00;142;2194
14.07.2004;08.00.00;145;2357
14.07.2004;09.00.00;156;1913
14.07.2004;10.00.00;148;1717
14.07.2004;11.00.00;122;1523
14.07.2004;12.00.00;106;1547
14.07.2004;13.00.00;106;1525
14.07.2004;14.00.00;127;1612
14.07.2004;15.00.00;113;1539
14.07.2004;16.00.00;136;1496
14.07.2004;17.00.00;153;1729
14.07.2004;18.00.00;172;1795
14.07.2004;19.00.00;190;1901
14.07.2004;20.00.00;160;1705
14.07.2004;21.00.00;159;1753
14.07.2004;22.00.00;123;1552
14.07.2004;23.00.00;101;1488
15.07.2004;00.00.00;116;1631
15.07.2004;01.00.00;80;1566
15.07.2004;02.00.00;51;1355
15.07.2004;03.00.00;-200;1332
15.07.2004;04.00.00;37;1303
15.07.2004;05.00.00;46;1342
15.07.2004;06.00.00;64;1454
15.07.2004;07.00.00;108;1827
15.07.2004;08.00.00;151;2239
15.07.2004;09.00.00;153;1927
15.07.2004;10.00.00;116;1665
15.07.2004;11.00.00;116;1563
15.07.2004;12.00.00;130;1677
15.07.2004;13.00.00;131;1619
15.07.2004;14.00.00;131;1554
15.07.2004;15.00.00;135;1646
15.07.2004;16.00.00;152;1694
15.07.2004;17.00.00;198;1886
15.07.2004;18.00.00;183;1845
15.07.2004;19.00.00;175;1879
15.07.2004;20.00.00;193;1940
15.07.2004;21.00.00;140;1699
15.07.2004;22.00.00;128;1730
15.07.2004;23.00.00;100;1589
16.07.2004;00.00.00;97;1572
16.07.2004;01.00.00;67;1440
16.07.2004;02.00.00;58;1360
16.07.2004;03.00.00;-200;1319
16.07.2004;04.00.00;45;1291
16.07.2004;05.00.00;62;1379
16.07.2004;06.00.00;59;1384
16.07.2004;07.00.00;102;1819
16.07.2004;08.00.00;154;2276
16.07.2004;09.00.00;157;1860
16.07.2004;10.00.00;138;1593
16.07.2004;11.00.00;142;1701
16.07.2004;12.00.00;125;1548
16.07.2004;13.00.00;120;1578
16.07.2004;14.00.00;150;1606
16.07.2004;15.00.00;120;1473
16.07.2004;16.00.00;173;1648
16.07.2004;17.00.00;187;1782
16.07.2004;18.00.00;206;1914
16.07.2004;19.00.00;187;1881
16.07.2004;20.00.00;170;1937
16.07.2004;21.00.00;149;1762
16.07.2004;22.00.00;124;1629
16.07.2004;23.00.00;119;1686
17.07.2004;00.00.00;108;1673
17.07.2004;01.00.00;93;1581
17.07.2004;02.00.00;77;1552
17.07.2004;03.00.00;-200;1489
17.07.2004;04.00.00;76;1415
17.07.2004;05.00.00;58;1367
17.07.2004;06.00.00;63;1430
17.07.2004;07.00.00;75;1546
17.07.2004;08.00.00;111;1628
17.07.2004;09.00.00;116;1633
17.07.2004;10.00.00;138;1675
17.07.2004;11.00.00;117;1543
17.07.2004;12.00.00;94;1428
17.07.2004;13.00.00;91;1427
17.07.2004;14.00.00;60;1308
17.07.2004;15.00.00;66;1282
17.07.2004;16.00.00;87;1435
17.07.2004;17.00.00;106;1512
17.07.2004;18.00.00;94;1464
17.07.2004;19.00.00;112;1524
17.07.2004;20.00.00;120;1496
17.07.2004;21.00.00;106;1475
17.07.2004;22.00.00;112;1611
17.07.2004;23.00.00;120;1644
18.07.2004;00.00.00;114;1591
18.07.2004;01.00.00;70;1422
18.07.2004;02.00.00;64;1447
18.07.2004;03.00.00;-200;1381
18.07.2004;04.00.00;55;1338
18.07.2004;05.00.00;50;1355
18.07.2004;06.00.00;62;1415
18.07.2004;07.00.00;53;1395
18.07.2004;08.00.00;85;1417
18.07.2004;09.00.00;102;1519
18.07.2004;10.00.00;97;1481
18.07.2004;11.00.00;91;1407
18.07.2004;12.00.00;62;1263
18.07.2004;13.00.00;57;1252
18.07.2004;14.00.00;40;1234
18.07.2004;15.00.00;60;1383
18.07.2004;16.00.00;70;1356
18.07.2004;17.00.00;53;1325
18.07.2004;18.00.00;54;1374
18.07.2004;19.00.00;58;1399
18.07.2004;20.00.00;73;1464
18.07.2004;21.00.00;99;1520
18.07.2004;22.00.00;102;1635
18.07.2004;23.00.00;101;1628
19.07.2004;00.00.00;77;1448
19.07.2004;01.00.00;55;1393
19.07.2004;02.00.00;51;1343
19.07.2004;03.00.00;-200;1317
19.07.2004;04.00.00;50;1374
19.07.2004;05.00.00;75;1455
19.07.2004;06.00.00;89;1604
19.07.2004;07.00.00;112;1906
19.07.2004;08.00.00;142;2234
19.07.2004;09.00.00;145;1924
19.07.2004;10.00.00;165;1842
19.07.2004;11.00.00;159;1732
19.07.2004;12.00.00;159;1678
19.07.2004;13.00.00;131;1534
19.07.2004;14.00.00;123;1523
19.07.2004;15.00.00;129;1523
19.07.2004;16.00.00;126;1533
19.07.2004;17.00.00;149;1781
19.07.2004;18.00.00;200;1911
19.07.2004;19.00.00;174;1863
19.07.2004;20.00.00;131;1737
19.07.2004;21.00.00;135;1761
19.07.2004;22.00.00;134;1820
19.07.2004;23.00.00;96;1619
20.07.2004;00.00.00;94;1576
20.07.2004;01.00.00;79;1531
20.07.2004;02.00.00;79;1513
20.07.2004;03.00.00;-200;1440
20.07.2004;04.00.00;89;1481
20.07.2004;05.00.00;69;1493
20.07.2004;06.00.00;91;1716
20.07.2004;07.00.00;135;2257
20.07.2004;08.00.00;166;2643
20.07.2004;09.00.00;189;2238
20.07.2004;10.00.00;193;2002
20.07.2004;11.00.00;164;1747
20.07.2004;12.00.00;139;1632
20.07.2004;13.00.00;130;1615
20.07.2004;14.00.00;129;1615
20.07.2004;15.00.00;132;1625
20.07.2004;16.00.00;101;1544
20.07.2004;17.00.00;145;1796
20.07.2004;18.00.00;133;1662
20.07.2004;19.00.00;110;1753
20.07.2004;20.00.00;126;1793
20.07.2004;21.00.00;102;1644
20.07.2004;22.00.00;104;1782
20.07.2004;23.00.00;112;1799
21.07.2004;00.00.00;89;1683
21.07.2004;01.00.00;67;1574
21.07.2004;02.00.00;63;1545
21.07.2004;03.00.00;-200;1440
21.07.2004;04.00.00;34;1421
21.07.2004;05.00.00;73;1562
21.07.2004;06.00.00;76;1634
21.07.2004;07.00.00;102;1999
21.07.2004;08.00.00;140;2405
21.07.2004;09.00.00;150;1951
21.07.2004;10.00.00;194;2063
21.07.2004;11.00.00;162;1770
21.07.2004;12.00.00;138;1571
21.07.2004;13.00.00;123;1561
21.07.2004;14.00.00;86;1421
21.07.2004;15.00.00;107;1537
21.07.2004;16.00.00;106;1532
21.07.2004;17.00.00;99;1576
21.07.2004;18.00.00;140;1813
21.07.2004;19.00.00;163;1998
21.07.2004;20.00.00;144;1914
21.07.2004;21.00.00;120;1837
21.07.2004;22.00.00;120;1917
21.07.2004;23.00.00;106;1839
22.07.2004;00.00.00;95;1866
22.07.2004;01.00.00;70;1719
22.07.2004;02.00.00;67;1580
22.07.2004;03.00.00;-200;1545
22.07.2004;04.00.00;70;1595
22.07.2004;05.00.00;50;1527
22.07.2004;06.00.00;60;1627
22.07.2004;07.00.00;127;2388
22.07.2004;08.00.00;149;2662
22.07.2004;09.00.00;158;2003
22.07.2004;10.00.00;190;2031
22.07.2004;11.00.00;127;1735
22.07.2004;12.00.00;130;1742
22.07.2004;13.00.00;125;1624
22.07.2004;14.00.00;113;1559
22.07.2004;15.00.00;143;1654
22.07.2004;16.00.00;157;1686
22.07.2004;17.00.00;170;1813
22.07.2004;18.00.00;187;1990
22.07.2004;19.00.00;181;2017
22.07.2004;20.00.00;158;1996
22.07.2004;21.00.00;112;1849
22.07.2004;22.00.00;100;1838
22.07.2004;23.00.00;105;1887
23.07.2004;00.00.00;107;1917
23.07.2004;01.00.00;72;1658
23.07.2004;02.00.00;59;1544
23.07.2004;03.00.00;-200;1564
23.07.2004;04.00.00;55;1500
23.07.2004;05.00.00;70;1597
23.07.2004;06.00.00;59;1707
23.07.2004;07.00.00;95;2116
23.07.2004;08.00.00;120;2283
23.07.2004;09.00.00;133;2141
23.07.2004;10.00.00;133;1925
23.07.2004;11.00.00;120;1670
23.07.2004;12.00.00;132;1784
23.07.2004;13.00.00;135;1696
23.07.2004;14.00.00;121;1621
23.07.2004;15.00.00;123;1622
23.07.2004;16.00.00;129;1638
23.07.2004;17.00.00;129;1746
23.07.2004;18.00.00;156;1990
23.07.2004;19.00.00;131;1971
23.07.2004;20.00.00;115;1832
23.07.2004;21.00.00;79;1634
23.07.2004;22.00.00;86;1744
23.07.2004;23.00.00;91;1831
24.07.2004;00.00.00;99;1897
24.07.2004;01.00.00;83;1785
24.07.2004;02.00.00;74;1748
24.07.2004;03.00.00;-200;1599
24.07.2004;04.00.00;64;1602
24.07.2004;05.00.00;61;1597
24.07.2004;06.00.00;62;1586
24.07.2004;07.00.00;65;1715
24.07.2004;08.00.00;79;1829
24.07.2004;09.00.00;90;1800
24.07.2004;10.00.00;116;1883
24.07.2004;11.00.00;89;1686
24.07.2004;12.00.00;68;1628
24.07.2004;13.00.00;53;1623
24.07.2004;14.00.00;34;1488
24.07.2004;15.00.00;38;1505
24.07.2004;16.00.00;53;1547
24.07.2004;17.00.00;62;1545
24.07.2004;18.00.00;82;1563
24.07.2004;19.00.00;88;1549
24.07.2004;20.00.00;70;1494
24.07.2004;21.00.00;53;1475
24.07.2004;22.00.00;57;1557
24.07.2004;23.00.00;73;1673
25.07.2004;00.00.00;83;1760
25.07.2004;01.00.00;52;1549
25.07.2004;02.00.00;52;1530
25.07.2004;03.00.00;-200;1432
25.07.2004;04.00.00;26;1463
25.07.2004;05.00.00;17;1458
25.07.2004;06.00.00;28;1476
25.07.2004;07.00.00;29;1442
25.07.2004;08.00.00;37;1443
25.07.2004;09.00.00;31;1435
25.07.2004;10.00.00;46;1494
25.07.2004;11.00.00;66;1491
25.07.2004;12.00.00;54;1446
25.07.2004;13.00.00;50;1446
25.07.2004;14.00.00;44;1417
25.07.2004;15.00.00;52;1452
25.07.2004;16.00.00;37;1403
25.07.2004;17.00.00;51;1466
25.07.2004;18.00.00;78;1552
25.07.2004;19.00.00;90;1637
25.07.2004;20.00.00;110;1636
25.07.2004;21.00.00;86;1653
25.07.2004;22.00.00;88;1643
25.07.2004;23.00.00;91;1627
26.07.2004;00.00.00;93;1611
26.07.2004;01.00.00;68;1553
26.07.2004;02.00.00;48;1465
26.07.2004;03.00.00;-200;1414
26.07.2004;04.00.00;22;1396
26.07.2004;05.00.00;59;1466
26.07.2004;06.00.00;102;1663
26.07.2004;07.00.00;116;1842
26.07.2004;08.00.00;109;1744
26.07.2004;09.00.00;98;1637
26.07.2004;10.00.00;97;1559
26.07.2004;11.00.00;97;1596
26.07.2004;12.00.00;90;1635
26.07.2004;13.00.00;92;1590
26.07.2004;14.00.00;76;1464
26.07.2004;15.00.00;97;1563
26.07.2004;16.00.00;101;1546
26.07.2004;17.00.00;118;1651
26.07.2004;18.00.00;129;1931
26.07.2004;19.00.00;131;1763
26.07.2004;20.00.00;130;1697
26.07.2004;21.00.00;106;1616
26.07.2004;22.00.00;92;1549
26.07.2004;23.00.00;97;1613
27.07.2004;00.00.00;80;1511
27.07.2004;01.00.00;40;1479
27.07.2004;02.00.00;49;1466
27.07.2004;03.00.00;-200;1392
27.07.2004;04.00.00;46;1396
27.07.2004;05.00.00;37;1402
27.07.2004;06.00.00;92;1621
27.07.2004;07.00.00;115;1724
27.07.2004;08.00.00;102;1694
27.07.2004;09.00.00;104;1608
27.07.2004;10.00.00;109;1600
27.07.2004;11.00.00;108;1572
27.07.2004;12.00.00;90;1478
27.07.2004;13.00.00;81;1528
27.07.2004;14.00.00;87;1474
27.07.2004;15.00.00;82;1413
27.07.2004;16.00.00;99;1470
27.07.2004;17.00.00;119;1577
27.07.2004;18.00.00;128;1602
27.07.2004;19.00.00;111;1536
27.07.2004;20.00.00;114;1479
27.07.2004;21.00.00;100;1438
27.07.2004;22.00.00;88;1421
27.07.2004;23.00.00;78;1355
28.07.2004;00.00.00;101;1482
28.07.2004;01.00.00;77;1426
28.07.2004;02.00.00;78;1336
28.07.2004;03.00.00;-200;1283
28.07.2004;04.00.00;65;1337
28.07.2004;05.00.00;74;1363
28.07.2004;06.00.00;83;1449
28.07.2004;07.00.00;96;1726
28.07.2004;08.00.00;120;2112
28.07.2004;09.00.00;147;1964
28.07.2004;10.00.00;148;1662
28.07.2004;11.00.00;91;1481
28.07.2004;12.00.00;94;1517
28.07.2004;13.00.00;95;1409
28.07.2004;14.00.00;92;1383
28.07.2004;15.00.00;113;1473
28.07.2004;16.00.00;111;1464
28.07.2004;17.00.00;166;1697
28.07.2004;18.00.00;-200;1732
28.07.2004;19.00.00;143;1713
28.07.2004;20.00.00;131;1682
28.07.2004;21.00.00;102;1532
28.07.2004;22.00.00;94;1528
28.07.2004;23.00.00;96;1472
29.07.2004;00.00.00;88;1518
29.07.2004;01.00.00;72;1480
29.07.2004;02.00.00;33;1276
29.07.2004;03.00.00;-200;1259
29.07.2004;04.00.00;33;1265
29.07.2004;05.00.00;60;1371
29.07.2004;06.00.00;72;1488
29.07.2004;07.00.00;97;1850
29.07.2004;08.00.00;136;2179
29.07.2004;09.00.00;140;1809
29.07.2004;10.00.00;171;1709
29.07.2004;11.00.00;150;1586
29.07.2004;12.00.00;117;1480
29.07.2004;13.00.00;106;1484
29.07.2004;14.00.00;95;1417
29.07.2004;15.00.00;137;1601
29.07.2004;16.00.00;129;1558
29.07.2004;17.00.00;135;1600
29.07.2004;18.00.00;127;1668
29.07.2004;19.00.00;122;1694
29.07.2004;20.00.00;118;1641
29.07.2004;21.00.00;135;1752
29.07.2004;22.00.00;134;1868
29.07.2004;23.00.00;105;1754
30.07.2004;00.00.00;104;1720
30.07.2004;01.00.00;81;1620
30.07.2004;02.00.00;69;1551
30.07.2004;03.00.00;-200;1669
30.07.2004;04.00.00;51;1477
30.07.2004;05.00.00;52;1494
30.07.2004;06.00.00;48;1504
30.07.2004;07.00.00;105;2132
30.07.2004;08.00.00;150;2322
30.07.2004;09.00.00;160;2186
30.07.2004;10.00.00;167;1972
30.07.2004;11.00.00;141;1722
30.07.2004;12.00.00;104;1628
30.07.2004;13.00.00;101;1610
30.07.2004;14.00.00;118;1580
30.07.2004;15.00.00;121;1564
30.07.2004;16.00.00;124;1554
30.07.2004;17.00.00;127;1723
30.07.2004;18.00.00;137;1840
30.07.2004;19.00.00;137;1874
30.07.2004;20.00.00;135;1828
30.07.2004;21.00.00;118;1808
30.07.2004;22.00.00;111;1827
30.07.2004;23.00.00;85;1667
31.07.2004;00.00.00;158;-200
31.07.2004;01.00.00;77;1566
31.07.2004;02.00.00;56;1588
31.07.2004;03.00.00;-200;1613
31.07.2004;04.00.00;37;1529
31.07.2004;05.00.00;49;1559
31.07.2004;06.00.00;71;1666
31.07.2004;07.00.00;71;1600
31.07.2004;08.00.00;86;1763
31.07.2004;09.00.00;125;1879
31.07.2004;10.00.00;160;1957
31.07.2004;11.00.00;174;1895
31.07.2004;12.00.00;146;1797
31.07.2004;13.00.00;127;1611
31.07.2004;14.00.00;114;1423
31.07.2004;15.00.00;65;1418
31.07.2004;16.00.00;77;1467
31.07.2004;17.00.00;68;1452
31.07.2004;18.00.00;92;1554
31.07.2004;19.00.00;104;1711
31.07.2004;20.00.00;114;1704
31.07.2004;21.00.00;105;1817
31.07.2004;22.00.00;85;1758
31.07.2004;23.00.00;92;1816
01.08.2004;00.00.00;82;1771
01.08.2004;01.00.00;70;1724
01.08.2004;02.00.00;40;1637
01.08.2004;03.00.00;-200;1553
01.08.2004;04.00.00;26;1584
01.08.2004;05.00.00;21;1513
01.08.2004;06.00.00;30;1530
01.08.2004;07.00.00;21;1559
01.08.2004;08.00.00;35;1624
01.08.2004;09.00.00;36;1657
01.08.2004;10.00.00;48;1638
01.08.2004;11.00.00;39;1531
01.08.2004;12.00.00;34;1495
01.08.2004;13.00.00;33;1331
01.08.2004;14.00.00;42;1270
01.08.2004;15.00.00;85;1325
01.08.2004;16.00.00;92;1373
01.08.2004;17.00.00;84;1379
01.08.2004;18.00.00;100;1482
01.08.2004;19.00.00;95;1584
01.08.2004;20.00.00;77;1667
01.08.2004;21.00.00;85;1655
01.08.2004;22.00.00;83;1736
01.08.2004;23.00.00;88;1798
02.08.2004;00.00.00;68;1775
02.08.2004;01.00.00;97;1573
02.08.2004;02.00.00;51;1542
02.08.2004;03.00.00;-200;1463
02.08.2004;04.00.00;5;1418
02.08.2004;05.00.00;35;1504
02.08.2004;06.00.00;56;1650
02.08.2004;07.00.00;110;1947
02.08.2004;08.00.00;-200;2129
02.08.2004;09.00.00;124;1866
02.08.2004;10.00.00;115;1774
02.08.2004;11.00.00;119;1781
02.08.2004;12.00.00;107;1761
02.08.2004;13.00.00;99;1635
02.08.2004;14.00.00;95;1636
02.08.2004;15.00.00;105;1654
02.08.2004;16.00.00;117;1636
02.08.2004;17.00.00;157;1731
02.08.2004;18.00.00;173;1801
02.08.2004;19.00.00;139;1775
02.08.2004;20.00.00;116;1773
02.08.2004;21.00.00;91;1733
02.08.2004;22.00.00;98;1746
02.08.2004;23.00.00;93;1724
03.08.2004;00.00.00;74;1692
03.08.2004;01.00.00;50;1640
03.08.2004;02.00.00;36;1469
03.08.2004;03.00.00;-200;1428
03.08.2004;04.00.00;55;1459
03.08.2004;05.00.00;86;1456
03.08.2004;06.00.00;137;1503
03.08.2004;07.00.00;140;2188
03.08.2004;08.00.00;142;2256
03.08.2004;09.00.00;185;2068
03.08.2004;10.00.00;173;1965
03.08.2004;11.00.00;158;1788
03.08.2004;12.00.00;127;1858
03.08.2004;13.00.00;111;1779
03.08.2004;14.00.00;114;1718
03.08.2004;15.00.00;109;1675
03.08.2004;16.00.00;-200;1749
03.08.2004;17.00.00;137;1780
03.08.2004;18.00.00;134;1854
03.08.2004;19.00.00;114;1854
03.08.2004;20.00.00;100;1807
03.08.2004;21.00.00;92;1798
03.08.2004;22.00.00;97;1821
03.08.2004;23.00.00;111;1835
04.08.2004;00.00.00;89;1751
04.08.2004;01.00.00;87;1717
04.08.2004;02.00.00;69;1658
04.08.2004;03.00.00;-200;1566
04.08.2004;04.00.00;-200;1526
04.08.2004;05.00.00;-200;1529
04.08.2004;06.00.00;-200;1743
04.08.2004;07.00.00;-200;2182
04.08.2004;08.00.00;-200;2404
04.08.2004;09.00.00;-200;1783
04.08.2004;10.00.00;-200;1687
04.08.2004;11.00.00;-200;1753
04.08.2004;12.00.00;-200;1662
04.08.2004;13.00.00;-200;1643
04.08.2004;14.00.00;-200;1489
04.08.2004;15.00.00;-200;1589
04.08.2004;16.00.00;-200;1590
04.08.2004;17.00.00;-200;1710
04.08.2004;18.00.00;-200;1659
04.08.2004;19.00.00;-200;1751
04.08.2004;20.00.00;-200;1644
04.08.2004;21.00.00;-200;1571
04.08.2004;22.00.00;-200;1608
04.08.2004;23.00.00;-200;1539
05.08.2004;00.00.00;-200;1664
05.08.2004;01.00.00;-200;1548
05.08.2004;02.00.00;-200;1547
05.08.2004;03.00.00;-200;1488
05.08.2004;04.00.00;-200;1482
05.08.2004;05.00.00;-200;1578
05.08.2004;06.00.00;-200;1675
05.08.2004;07.00.00;-200;2015
05.08.2004;08.00.00;-200;1962
05.08.2004;09.00.00;-200;1727
05.08.2004;10.00.00;-200;1789
05.08.2004;11.00.00;115;1731
05.08.2004;12.00.00;108;1708
05.08.2004;13.00.00;86;1567
05.08.2004;14.00.00;84;1541
05.08.2004;15.00.00;97;1695
05.08.2004;16.00.00;102;1700
05.08.2004;17.00.00;102;1815
05.08.2004;18.00.00;99;1801
05.08.2004;19.00.00;97;1826
05.08.2004;20.00.00;101;1721
05.08.2004;21.00.00;92;1623
05.08.2004;22.00.00;70;1594
05.08.2004;23.00.00;72;1619
06.08.2004;00.00.00;80;1685
06.08.2004;01.00.00;71;1691
06.08.2004;02.00.00;69;1616
06.08.2004;03.00.00;-200;1586
06.08.2004;04.00.00;55;1567
06.08.2004;05.00.00;57;1607
06.08.2004;06.00.00;56;1760
06.08.2004;07.00.00;72;1989
06.08.2004;08.00.00;84;2191
06.08.2004;09.00.00;97;2033
06.08.2004;10.00.00;107;1974
06.08.2004;11.00.00;117;2000
06.08.2004;12.00.00;120;1911
06.08.2004;13.00.00;110;1730
06.08.2004;14.00.00;104;1742
06.08.2004;15.00.00;110;1715
06.08.2004;16.00.00;111;1834
06.08.2004;17.00.00;64;1649
06.08.2004;18.00.00;92;1873
06.08.2004;19.00.00;114;1952
06.08.2004;20.00.00;116;1886
06.08.2004;21.00.00;94;1760
06.08.2004;22.00.00;77;1723
06.08.2004;23.00.00;74;1820
07.08.2004;00.00.00;62;1755
07.08.2004;01.00.00;57;1662
07.08.2004;02.00.00;45;1530
07.08.2004;03.00.00;-200;1519
07.08.2004;04.00.00;49;1530
07.08.2004;05.00.00;45;1507
07.08.2004;06.00.00;44;1538
07.08.2004;07.00.00;43;1608
07.08.2004;08.00.00;51;1705
07.08.2004;09.00.00;84;1838
07.08.2004;10.00.00;96;1782
07.08.2004;11.00.00;88;1653
07.08.2004;12.00.00;67;1541
07.08.2004;13.00.00;64;1518
07.08.2004;14.00.00;54;1390
07.08.2004;15.00.00;56;1431
07.08.2004;16.00.00;68;1460
07.08.2004;17.00.00;67;1577
07.08.2004;18.00.00;95;1643
07.08.2004;19.00.00;86;1648
07.08.2004;20.00.00;93;1649
07.08.2004;21.00.00;68;1589
07.08.2004;22.00.00;95;1751
07.08.2004;23.00.00;93;1768
08.08.2004;00.00.00;69;1617
08.08.2004;01.00.00;55;1571
08.08.2004;02.00.00;39;1548
08.08.2004;03.00.00;-200;1590
08.08.2004;04.00.00;33;1473
08.08.2004;05.00.00;29;1532
08.08.2004;06.00.00;36;1518
08.08.2004;07.00.00;38;1506
08.08.2004;08.00.00;47;1585
08.08.2004;09.00.00;64;1621
08.08.2004;10.00.00;49;1574
08.08.2004;11.00.00;64;1649
08.08.2004;12.00.00;79;1695
08.08.2004;13.00.00;45;1543
08.08.2004;14.00.00;30;1433
08.08.2004;15.00.00;35;1471
08.08.2004;16.00.00;37;1488
08.08.2004;17.00.00;46;1479
08.08.2004;18.00.00;54;1491
08.08.2004;19.00.00;79;1577
08.08.2004;20.00.00;79;1634
08.08.2004;21.00.00;98;1702
08.08.2004;22.00.00;93;1791
08.08.2004;23.00.00;89;1744
09.08.2004;00.00.00;57;1662
09.08.2004;01.00.00;51;1637
09.08.2004;02.00.00;39;1605
09.08.2004;03.00.00;-200;1526
09.08.2004;04.00.00;30;1511
09.08.2004;05.00.00;46;1583
09.08.2004;06.00.00;55;1727
09.08.2004;07.00.00;63;2005
09.08.2004;08.00.00;42;2003
09.08.2004;09.00.00;5;1946
09.08.2004;10.00.00;39;1751
09.08.2004;11.00.00;39;1608
09.08.2004;12.00.00;71;1661
09.08.2004;13.00.00;65;1630
09.08.2004;14.00.00;71;1567
09.08.2004;15.00.00;72;1617
09.08.2004;16.00.00;76;-200
09.08.2004;17.00.00;75;-200
09.08.2004;18.00.00;86;-200
09.08.2004;19.00.00;96;-200
09.08.2004;20.00.00;95;1685
09.08.2004;21.00.00;74;1742
09.08.2004;22.00.00;76;1772
09.08.2004;23.00.00;66;1765
10.08.2004;00.00.00;49;1680
10.08.2004;01.00.00;29;1567
10.08.2004;02.00.00;11;1535
10.08.2004;03.00.00;-200;1603
10.08.2004;04.00.00;25;1559
10.08.2004;05.00.00;34;1633
10.08.2004;06.00.00;42;1742
10.08.2004;07.00.00;47;2009
10.08.2004;08.00.00;62;2114
10.08.2004;09.00.00;81;1939
10.08.2004;10.00.00;90;1909
10.08.2004;11.00.00;95;1777
10.08.2004;12.00.00;86;1607
10.08.2004;13.00.00;64;1385
10.08.2004;14.00.00;62;1443
10.08.2004;15.00.00;75;1544
10.08.2004;16.00.00;88;1566
10.08.2004;17.00.00;126;1649
10.08.2004;18.00.00;96;1725
10.08.2004;19.00.00;79;1766
10.08.2004;20.00.00;67;1801
10.08.2004;21.00.00;62;1757
10.08.2004;22.00.00;64;1823
10.08.2004;23.00.00;63;1816
11.08.2004;00.00.00;60;1748
11.08.2004;01.00.00;49;1700
11.08.2004;02.00.00;36;1665
11.08.2004;03.00.00;-200;1581
11.08.2004;04.00.00;24;1590
11.08.2004;05.00.00;32;1632
11.08.2004;06.00.00;42;1768
11.08.2004;07.00.00;42;1836
11.08.2004;08.00.00;51;1904
11.08.2004;09.00.00;58;1825
11.08.2004;10.00.00;67;1819
11.08.2004;11.00.00;68;1782
11.08.2004;12.00.00;56;1657
11.08.2004;13.00.00;47;1620
11.08.2004;14.00.00;46;1576
11.08.2004;15.00.00;50;1526
