Date;Time;NMHC(GT)
06.07.2004;00.00.00;-200
06.07.2004;01.00.00;-200
06.07.2004;02.00.00;-200
06.07.2004;03.00.00;-200
06.07.2004;04.00.00;-200
06.07.2004;05.00.00;-200
06.07.2004;06.00.00;-200
06.07.2004;07.00.00;-200
06.07.2004;08.00.00;-200
06.07.2004;09.00.00;-200
06.07.2004;10.00.00;-200
06.07.2004;11.00.00;-200
06.07.2004;12.00.00;-200
06.07.2004;13.00.00;-200
06.07.2004;14.00.00;-200
06.07.2004;15.00.00;-200
06.07.2004;16.00.00;-200
06.07.2004;17.00.00;-200
06.07.2004;18.00.00;-200
06.07.2004;19.00.00;-200
06.07.2004;20.00.00;-200
06.07.2004;21.00.00;-200
06.07.2004;22.00.00;-200
06.07.2004;23.00.00;-200
07.07.2004;00.00.00;-200
07.07.2004;01.00.00;-200
07.07.2004;02.00.00;-200
07.07.2004;03.00.00;-200
07.07.2004;04.00.00;-200
07.07.2004;05.00.00;-200
07.07.2004;06.00.00;-200
07.07.2004;07.00.00;-200
07.07.2004;08.00.00;-200
07.07.2004;09.00.00;-200
07.07.2004;10.00.00;-200
07.07.2004;11.00.00;-200
07.07.2004;12.00.00;-200
07.07.2004;13.00.00;-200
07.07.2004;14.00.00;-200
07.07.2004;15.00.00;-200
07.07.2004;16.00.00;-200
07.07.2004;17.00.00;-200
07.07.2004;18.00.00;-200
07.07.2004;19.00.00;-200
07.07.2004;20.00.00;-200
07.07.2004;21.00.00;-200
07.07.2004;22.00.00;-200
07.07.2004;23.00.00;-200
08.07.2004;00.00.00;-200
08.07.2004;01.00.00;-200
08.07.2004;02.00.00;-200
08.07.2004;03.00.00;-200
08.07.2004;04.00.00;-200
08.07.2004;05.00.00;-200
08.07.2004;06.00.00;-200
08.07.2004;07.00.00;-200
08.07.2004;08.00.00;-200
08.07.2004;09.00.00;-200
08.07.2004;10.00.00;-200
08.07.2004;11.00.00;-200
08.07.2004;12.00.00;-200
08.07.2004;13.00.00;-200
08.07.2004;14.00.00;-200
08.07.2004;15.00.00;-200
08.07.2004;16.00.00;-200
08.07.2004;17.00.00;-200
08.07.2004;18.00.00;-200
08.07.2004;19.00.00;-200
08.07.2004;20.00.00;-200
08.07.2004;21.00.00;-200
08.07.2004;22.00.00;-200
08.07.2004;23.00.00;-200
09.07.2004;00.00.00;-200
09.07.2004;01.00.00;-200
09.07.2004;02.00.00;-200
09.07.2004;03.00.00;-200
09.07.2004;04.00.00;-200
09.07.2004;05.00.00;-200
09.07.2004;06.00.00;-200
09.07.2004;07.00.00;-200
09.07.2004;08.00.00;-200
09.07.2004;09.00.00;-200
09.07.2004;10.00.00;-200
09.07.2004;11.00.00;-200
09.07.2004;12.00.00;-200
09.07.2004;13.00.00;-200
09.07.2004;14.00.00;-200
09.07.2004;15.00.00;-200
09.07.2004;16.00.00;-200
09.07.2004;17.00.00;-200
09.07.2004;18.00.00;-200
09.07.2004;19.00.00;-200
09.07.2004;20.00.00;-200
09.07.2004;21.00.00;-200
09.07.2004;22.00.00;-200
09.07.2004;23.00.00;-200
10.07.2004;00.00.00;-200
10.07.2004;01.00.00;-200
10.07.2004;02.00.00;-200
10.07.2004;03.00.00;-200
10.07.2004;04.00.00;-200
10.07.2004;05.00.00;-200
10.07.2004;06.00.00;-200
10.07.2004;07.00.00;-200
10.07.2004;08.00.00;-200
10.07.2004;09.00.00;-200
10.07.2004;10.00.00;-200
10.07.2004;11.00.00;-200
10.07.2004;12.00.00;-200
10.07.2004;13.00.00;-200
10.07.2004;14.00.00;-200
10.07.2004;15.00.00;-200
10.07.2004;16.00.00;-200
10.07.2004;17.00.00;-200
10.07.2004;18.00.00;-200
10.07.2004;19.00.00;-200
10.07.2004;20.00.00;-200
10.07.2004;21.00.00;-200
10.07.2004;22.00.00;-200
10.07.2004;23.00.00;-200
11.07.2004;00.00.00;-200
11.07.2004;01.00.00;-200
11.07.2004;02.00.00;-200
11.07.2004;03.00.00;-200
11.07.2004;04.00.00;-200
11.07.2004;05.00.00;-200
11.07.2004;06.00.00;-200
11.07.2004;07.00.00;-200
11.07.2004;08.00.00;-200
11.07.2004;09.00.00;-200
11.07.2004;10.00.00;-200
11.07.2004;11.00.00;-200
11.07.2004;12.00.00;-200
11.07.2004;13.00.00;-200
11.07.2004;14.00.00;-200
11.07.2004;15.00.00;-200
11.07.2004;16.00.00;-200
11.07.2004;17.00.00;-200
11.07.2004;18.00.00;-200
11.07.2004;19.00.00;-200
11.07.2004;20.00.00;-200
11.07.2004;21.00.00;-200
11.07.2004;22.00.00;-200
11.07.2004;23.00.00;-200
12.07.2004;00.00.00;-200
12.07.2004;01.00.00;-200
12.07.2004;02.00.00;-200
12.07.2004;03.00.00;-200
12.07.2004;04.00.00;-200
12.07.2004;05.00.00;-200
12.07.2004;06.00.00;-200
12.07.2004;07.00.00;-200
12.07.2004;08.00.00;-200
12.07.2004;09.00.00;-200
12.07.2004;10.00.00;-200
12.07.2004;11.00.00;-200
12.07.2004;12.00.00;-200
12.07.2004;13.00.00;-200
12.07.2004;14.00.00;-200
12.07.2004;15.00.00;-200
12.07.2004;16.00.00;-200
12.07.2004;17.00.00;-200
12.07.2004;18.00.00;-200
12.07.2004;19.00.00;-200
12.07.2004;20.00.00;-200
12.07.2004;21.00.00;-200
12.07.2004;22.00.00;-200
12.07.2004;23.00.00;-200
13.07.2004;00.00.00;-200
13.07.2004;01.00.00;-200
13.07.2004;02.00.00;-200
13.07.2004;03.00.00;-200
13.07.2004;04.00.00;-200
13.07.2004;05.00.00;-200
13.07.2004;06.00.00;-200
13.07.2004;07.00.00;-200
13.07.2004;08.00.00;-200
13.07.2004;09.00.00;-200
13.07.2004;10.00.00;-200
13.07.2004;11.00.00;-200
13.07.2004;12.00.00;-200
13.07.2004;13.00.00;-200
13.07.2004;14.00.00;-200
13.07.2004;15.00.00;-200
13.07.2004;16.00.00;-200
13.07.2004;17.00.00;-200
13.07.2004;18.00.00;-200
13.07.2004;19.00.00;-200
13.07.2004;20.00.00;-200
13.07.2004;21.00.00;-200
13.07.2004;22.00.00;-200
13.07.2004;23.00.00;-200
14.07.2004;00.00.00;-200
14.07.2004;01.00.00;-200
14.07.2004;02.00.00;-200
14.07.2004;03.00.00;-200
14.07.2004;04.00.00;-200
14.07.2004;05.00.00;-200
14.07.2004;06.00.00;-200
14.07.2004;07.00.00;-200
14.07.2004;08.00.00;-200
14.07.2004;09.00.00;-200
14.07.2004;10.00.00;-200
14.07.2004;11.00.00;-200
14.07.2004;12.00.00;-200
14.07.2004;13.00.00;-200
14.07.2004;14.00.00;-200
14.07.2004;15.00.00;-200
14.07.2004;16.00.00;-200
14.07.2004;17.00.00;-200
14.07.2004;18.00.00;-200
14.07.2004;19.00.00;-200
14.07.2004;20.00.00;-200
14.07.2004;21.00.00;-200
14.07.2004;22.00.00;-200
14.07.2004;23.00.00;-200
15.07.2004;00.00.00;-200
15.07.2004;01.00.00;-200
15.07.2004;02.00.00;-200
15.07.2004;03.00.00;-200
15.07.2004;04.00.00;-200
15.07.2004;05.00.00;-200
15.07.2004;06.00.00;-200
15.07.2004;07.00.00;-200
15.07.2004;08.00.00;-200
15.07.2004;09.00.00;-200
15.07.2004;10.00.00;-200
15.07.2004;11.00.00;-200
15.07.2004;12.00.00;-200
15.07.2004;13.00.00;-200
15.07.2004;14.00.00;-200
15.07.2004;15.00.00;-200
15.07.2004;16.00.00;-200
15.07.2004;17.00.00;-200
15.07.2004;18.00.00;-200
15.07.2004;19.00.00;-200
15.07.2004;20.00.00;-200
15.07.2004;21.00.00;-200
15.07.2004;22.00.00;-200
15.07.2004;23.00.00;-200
16.07.2004;00.00.00;-200
16.07.2004;01.00.00;-200
16.07.2004;02.00.00;-200
16.07.2004;03.00.00;-200
16.07.2004;04.00.00;-200
16.07.2004;05.00.00;-200
16.07.2004;06.00.00;-200
16.07.2004;07.00.00;-200
16.07.2004;08.00.00;-200
16.07.2004;09.00.00;-200
16.07.2004;10.00.00;-200
16.07.2004;11.00.00;-200
16.07.2004;12.00.00;-200
16.07.2004;13.00.00;-200
16.07.2004;14.00.00;-200
16.07.2004;15.00.00;-200
16.07.2004;16.00.00;-200
16.07.2004;17.00.00;-200
16.07.2004;18.00.00;-200
16.07.2004;19.00.00;-200
16.07.2004;20.00.00;-200
16.07.2004;21.00.00;-200
16.07.2004;22.00.00;-200
16.07.2004;23.00.00;-200
17.07.2004;00.00.00;-200
17.07.2004;01.00.00;-200
17.07.2004;02.00.00;-200
17.07.2004;03.00.00;-200
17.07.2004;04.00.00;-200
17.07.2004;05.00.00;-200
17.07.2004;06.00.00;-200
17.07.2004;07.00.00;-200
17.07.2004;08.00.00;-200
17.07.2004;09.00.00;-200
17.07.2004;10.00.00;-200
17.07.2004;11.00.00;-200
17.07.2004;12.00.00;-200
17.07.2004;13.00.00;-200
17.07.2004;14.00.00;-200
17.07.2004;15.00.00;-200
17.07.2004;16.00.00;-200
17.07.2004;17.00.00;-200
17.07.2004;18.00.00;-200
17.07.2004;19.00.00;-200
17.07.2004;20.00.00;-200
17.07.2004;21.00.00;-200
17.07.2004;22.00.00;-200
17.07.2004;23.00.00;-200
18.07.2004;00.00.00;-200
18.07.2004;01.00.00;-200
18.07.2004;02.00.00;-200
18.07.2004;03.00.00;-200
18.07.2004;04.00.00;-200
18.07.2004;05.00.00;-200
18.07.2004;06.00.00;-200
18.07.2004;07.00.00;-200
18.07.2004;08.00.00;-200
18.07.2004;09.00.00;-200
18.07.2004;10.00.00;-200
18.07.2004;11.00.00;-200
18.07.2004;12.00.00;-200
18.07.2004;13.00.00;-200
18.07.2004;14.00.00;-200
18.07.2004;15.00.00;-200
18.07.2004;16.00.00;-200
18.07.2004;17.00.00;-200
18.07.2004;18.00.00;-200
18.07.2004;19.00.00;-200
18.07.2004;20.00.00;-200
18.07.2004;21.00.00;-200
18.07.2004;22.00.00;-200
18.07.2004;23.00.00;-200
19.07.2004;00.00.00;-200
19.07.2004;01.00.00;-200
19.07.2004;02.00.00;-200
19.07.2004;03.00.00;-200
19.07.2004;04.00.00;-200
19.07.2004;05.00.00;-200
19.07.2004;06.00.00;-200
19.07.2004;07.00.00;-200
19.07.2004;08.00.00;-200
19.07.2004;09.00.00;-200
19.07.2004;10.00.00;-200
19.07.2004;11.00.00;-200
19.07.2004;12.00.00;-200
19.07.2004;13.00.00;-200
19.07.2004;14.00.00;-200
19.07.2004;15.00.00;-200
19.07.2004;16.00.00;-200
19.07.2004;17.00.00;-200
19.07.2004;18.00.00;-200
19.07.2004;19.00.00;-200
19.07.2004;20.00.00;-200
19.07.2004;21.00.00;-200
19.07.2004;22.00.00;-200
19.07.2004;23.00.00;-200
20.07.2004;00.00.00;-200
20.07.2004;01.00.00;-200
20.07.2004;02.00.00;-200
20.07.2004;03.00.00;-200
20.07.2004;04.00.00;-200
20.07.2004;05.00.00;-200
20.07.2004;06.00.00;-200
20.07.2004;07.00.00;-200
20.07.2004;08.00.00;-200
20.07.2004;09.00.00;-200
20.07.2004;10.00.00;-200
20.07.2004;11.00.00;-200
20.07.2004;12.00.00;-200
20.07.2004;13.00.00;-200
20.07.2004;14.00.00;-200
20.07.2004;15.00.00;-200
20.07.2004;16.00.00;-200
20.07.2004;17.00.00;-200
20.07.2004;18.00.00;-200
20.07.2004;19.00.00;-200
20.07.2004;20.00.00;-200
20.07.2004;21.00.00;-200
20.07.2004;22.00.00;-200
20.07.2004;23.00.00;-200
21.07.2004;00.00.00;-200
21.07.2004;01.00.00;-200
21.07.2004;02.00.00;-200
21.07.2004;03.00.00;-200
21.07.2004;04.00.00;-200
21.07.2004;05.00.00;-200
21.07.2004;06.00.00;-200
21.07.2004;07.00.00;-200
21.07.2004;08.00.00;-200
21.07.2004;09.00.00;-200
21.07.2004;10.00.00;-200
21.07.2004;11.00.00;-200
21.07.2004;12.00.00;-200
21.07.2004;13.00.00;-200
21.07.2004;14.00.00;-200
21.07.2004;15.00.00;-200
21.07.2004;16.00.00;-200
21.07.2004;17.00.00;-200
21.07.2004;18.00.00;-200
21.07.2004;19.00.00;-200
21.07.2004;20.00.00;-200
21.07.2004;21.00.00;-200
21.07.2004;22.00.00;-200
21.07.2004;23.00.00;-200
22.07.2004;00.00.00;-200
22.07.2004;01.00.00;-200
22.07.2004;02.00.00;-200
22.07.2004;03.00.00;-200
22.07.2004;04.00.00;-200
22.07.2004;05.00.00;-200
22.07.2004;06.00.00;-200
22.07.2004;07.00.00;-200
22.07.2004;08.00.00;-200
22.07.2004;09.00.00;-200
22.07.2004;10.00.00;-200
22.07.2004;11.00.00;-200
22.07.2004;12.00.00;-200
22.07.2004;13.00.00;-200
22.07.2004;14.00.00;-200
22.07.2004;15.00.00;-200
22.07.2004;16.00.00;-200
22.07.2004;17.00.00;-200
22.07.2004;18.00.00;-200
22.07.2004;19.00.00;-200
22.07.2004;20.00.00;-200
22.07.2004;21.00.00;-200
22.07.2004;22.00.00;-200
22.07.2004;23.00.00;-200
23.07.2004;00.00.00;-200
23.07.2004;01.00.00;-200
23.07.2004;02.00.00;-200
23.07.2004;03.00.00;-200
23.07.2004;04.00.00;-200
23.07.2004;05.00.00;-200
23.07.2004;06.00.00;-200
23.07.2004;07.00.00;-200
23.07.2004;08.00.00;-200
23.07.2004;09.00.00;-200
23.07.2004;10.00.00;-200
23.07.2004;11.00.00;-200
23.07.2004;12.00.00;-200
23.07.2004;13.00.00;-200
23.07.2004;14.00.00;-200
23.07.2004;15.00.00;-200
23.07.2004;16.00.00;-200
23.07.2004;17.00.00;-200
23.07.2004;18.00.00;-200
23.07.2004;19.00.00;-200
23.07.2004;20.00.00;-200
23.07.2004;21.00.00;-200
23.07.2004;22.00.00;-200
23.07.2004;23.00.00;-200
24.07.2004;00.00.00;-200
24.07.2004;01.00.00;-200
24.07.2004;02.00.00;-200
24.07.2004;03.00.00;-200
24.07.2004;04.00.00;-200
24.07.2004;05.00.00;-200
24.07.2004;06.00.00;-200
24.07.2004;07.00.00;-200
24.07.2004;08.00.00;-200
24.07.2004;09.00.00;-200
24.07.2004;10.00.00;-200
24.07.2004;11.00.00;-200
24.07.2004;12.00.00;-200
24.07.2004;13.00.00;-200
24.07.2004;14.00.00;-200
24.07.2004;15.00.00;-200
24.07.2004;16.00.00;-200
24.07.2004;17.00.00;-200
24.07.2004;18.00.00;-200
24.07.2004;19.00.00;-200
24.07.2004;20.00.00;-200
24.07.2004;21.00.00;-200
24.07.2004;22.00.00;-200
24.07.2004;23.00.00;-200
25.07.2004;00.00.00;-200
25.07.2004;01.00.00;-200
25.07.2004;02.00.00;-200
25.07.2004;03.00.00;-200
25.07.2004;04.00.00;-200
25.07.2004;05.00.00;-200
25.07.2004;06.00.00;-200
25.07.2004;07.00.00;-200
25.07.2004;08.00.00;-200
25.07.2004;09.00.00;-200
25.07.2004;10.00.00;-200
25.07.2004;11.00.00;-200
25.07.2004;12.00.00;-200
25.07.2004;13.00.00;-200
25.07.2004;14.00.00;-200
25.07.2004;15.00.00;-200
25.07.2004;16.00.00;-200
25.07.2004;17.00.00;-200
25.07.2004;18.00.00;-200
25.07.2004;19.00.00;-200
25.07.2004;20.00.00;-200
25.07.2004;21.00.00;-200
25.07.2004;22.00.00;-200
25.07.2004;23.00.00;-200
26.07.2004;00.00.00;-200
26.07.2004;01.00.00;-200
26.07.2004;02.00.00;-200
26.07.2004;03.00.00;-200
26.07.2004;04.00.00;-200
26.07.2004;05.00.00;-200
26.07.2004;06.00.00;-200
26.07.2004;07.00.00;-200
26.07.2004;08.00.00;-200
26.07.2004;09.00.00;-200
26.07.2004;10.00.00;-200
26.07.2004;11.00.00;-200
26.07.2004;12.00.00;-200
26.07.2004;13.00.00;-200
26.07.2004;14.00.00;-200
26.07.2004;15.00.00;-200
26.07.2004;16.00.00;-200
26.07.2004;17.00.00;-200
26.07.2004;18.00.00;-200
26.07.2004;19.00.00;-200
26.07.2004;20.00.00;-200
26.07.2004;21.00.00;-200
26.07.2004;22.00.00;-200
26.07.2004;23.00.00;-200
27.07.2004;00.00.00;-200
27.07.2004;01.00.00;-200
27.07.2004;02.00.00;-200
27.07.2004;03.00.00;-200
27.07.2004;04.00.00;-200
27.07.2004;05.00.00;-200
27.07.2004;06.00.00;-200
27.07.2004;07.00.00;-200
27.07.2004;08.00.00;-200
27.07.2004;09.00.00;-200
27.07.2004;10.00.00;-200
27.07.2004;11.00.00;-200
27.07.2004;12.00.00;-200
27.07.2004;13.00.00;-200
27.07.2004;14.00.00;-200
27.07.2004;15.00.00;-200
27.07.2004;16.00.00;-200
27.07.2004;17.00.00;-200
27.07.2004;18.00.00;-200
27.07.2004;19.00.00;-200
27.07.2004;20.00.00;-200
27.07.2004;21.00.00;-200
27.07.2004;22.00.00;-200
27.07.2004;23.00.00;-200
28.07.2004;00.00.00;-200
28.07.2004;01.00.00;-200
28.07.2004;02.00.00;-200
28.07.2004;03.00.00;-200
28.07.2004;04.00.00;-200
28.07.2004;05.00.00;-200
28.07.2004;06.00.00;-200
28.07.2004;07.00.00;-200
28.07.2004;08.00.00;-200
28.07.2004;09.00.00;-200
28.07.2004;10.00.00;-200
28.07.2004;11.00.00;-200
28.07.2004;12.00.00;-200
28.07.2004;13.00.00;-200
28.07.2004;14.00.00;-200
28.07.2004;15.00.00;-200
28.07.2004;16.00.00;-200
28.07.2004;17.00.00;-200
28.07.2004;18.00.00;-200
28.07.2004;19.00.00;-200
28.07.2004;20.00.00;-200
28.07.2004;21.00.00;-200
28.07.2004;22.00.00;-200
28.07.2004;23.00.00;-200
29.07.2004;00.00.00;-200
29.07.2004;01.00.00;-200
29.07.2004;02.00.00;-200
29.07.2004;03.00.00;-200
29.07.2004;04.00.00;-200
29.07.2004;05.00.00;-200
29.07.2004;06.00.00;-200
29.07.2004;07.00.00;-200
29.07.2004;08.00.00;-200
29.07.2004;09.00.00;-200
29.07.2004;10.00.00;-200
29.07.2004;11.00.00;-200
29.07.2004;12.00.00;-200
29.07.2004;13.00.00;-200
29.07.2004;14.00.00;-200
29.07.2004;15.00.00;-200
29.07.2004;16.00.00;-200
29.07.2004;17.00.00;-200
29.07.2004;18.00.00;-200
29.07.2004;19.00.00;-200
29.07.2004;20.00.00;-200
29.07.2004;21.00.00;-200
29.07.2004;22.00.00;-200
29.07.2004;23.00.00;-200
30.07.2004;00.00.00;-200
30.07.2004;01.00.00;-200
30.07.2004;02.00.00;-200
30.07.2004;03.00.00;-200
30.07.2004;04.00.00;-200
30.07.2004;05.00.00;-200
30.07.2004;06.00.00;-200
30.07.2004;07.00.00;-200
30.07.2004;08.00.00;-200
30.07.2004;09.00.00;-200
30.07.2004;10.00.00;-200
30.07.2004;11.00.00;-200
30.07.2004;12.00.00;-200
30.07.2004;13.00.00;-200
30.07.2004;14.00.00;-200
30.07.2004;15.00.00;-200
30.07.2004;16.00.00;-200
30.07.2004;17.00.00;-200
30.07.2004;18.00.00;-200
30.07.2004;19.00.00;-200
30.07.2004;20.00.00;-200
30.07.2004;21.00.00;-200
30.07.2004;22.00.00;-200
30.07.2004;23.00.00;-200
31.07.2004;00.00.00;-200
31.07.2004;01.00.00;-200
31.07.2004;02.00.00;-200
31.07.2004;03.00.00;-200
31.07.2004;04.00.00;-200
31.07.2004;05.00.00;-200
31.07.2004;06.00.00;-200
31.07.2004;07.00.00;-200
31.07.2004;08.00.00;-200
31.07.2004;09.00.00;-200
31.07.2004;10.00.00;-200
31.07.2004;11.00.00;-200
31.07.2004;12.00.00;-200
31.07.2004;13.00.00;-200
31.07.2004;14.00.00;-200
31.07.2004;15.00.00;-200
31.07.2004;16.00.00;-200
31.07.2004;17.00.00;-200
31.07.2004;18.00.00;-200
31.07.2004;19.00.00;-200
31.07.2004;20.00.00;-200
31.07.2004;21.00.00;-200
31.07.2004;22.00.00;-200
31.07.2004;23.00.00;-200
01.08.2004;00.00.00;-200
01.08.2004;01.00.00;-200
01.08.2004;02.00.00;-200
01.08.2004;03.00.00;-200
01.08.2004;04.00.00;-200
01.08.2004;05.00.00;-200
01.08.2004;06.00.00;-200
01.08.2004;07.00.00;-200
01.08.2004;08.00.00;-200
01.08.2004;09.00.00;-200
01.08.2004;10.00.00;-200
01.08.2004;11.00.00;-200
01.08.2004;12.00.00;-200
01.08.2004;13.00.00;-200
01.08.2004;14.00.00;-200
01.08.2004;15.00.00;-200
01.08.2004;16.00.00;-200
01.08.2004;17.00.00;-200
01.08.2004;18.00.00;-200
01.08.2004;19.00.00;-200
01.08.2004;20.00.00;-200
01.08.2004;21.00.00;-200
01.08.2004;22.00.00;-200
01.08.2004;23.00.00;-200
02.08.2004;00.00.00;-200
02.08.2004;01.00.00;-200
02.08.2004;02.00.00;-200
02.08.2004;03.00.00;-200
02.08.2004;04.00.00;-200
02.08.2004;05.00.00;-200
02.08.2004;06.00.00;-200
02.08.2004;07.00.00;-200
02.08.2004;08.00.00;-200
02.08.2004;09.00.00;-200
02.08.2004;10.00.00;-200
02.08.2004;11.00.00;-200
02.08.2004;12.00.00;-200
02.08.2004;13.00.00;-200
02.08.2004;14.00.00;-200
02.08.2004;15.00.00;-200
02.08.2004;16.00.00;-200
02.08.2004;17.00.00;-200
02.08.2004;18.00.00;-200
02.08.2004;19.00.00;-200
02.08.2004;20.00.00;-200
02.08.2004;21.00.00;-200
02.08.2004;22.00.00;-200
02.08.2004;23.00.00;-200
03.08.2004;00.00.00;-200
03.08.2004;01.00.00;-200
03.08.2004;02.00.00;-200
03.08.2004;03.00.00;-200
03.08.2004;04.00.00;-200
03.08.2004;05.00.00;-200
03.08.2004;06.00.00;-200
03.08.2004;07.00.00;-200
03.08.2004;08.00.00;-200
03.08.2004;09.00.00;-200
03.08.2004;10.00.00;-200
03.08.2004;11.00.00;-200
03.08.2004;12.00.00;-200
03.08.2004;13.00.00;-200
03.08.2004;14.00.00;-200
03.08.2004;15.00.00;-200
03.08.2004;16.00.00;-200
03.08.2004;17.00.00;-200
03.08.2004;18.00.00;-200
03.08.2004;19.00.00;-200
03.08.2004;20.00.00;-200
03.08.2004;21.00.00;-200
03.08.2004;22.00.00;-200
03.08.2004;23.00.00;-200
04.08.2004;00.00.00;-200
04.08.2004;01.00.00;-200
04.08.2004;02.00.00;-200
04.08.2004;03.00.00;-200
04.08.2004;04.00.00;-200
04.08.2004;05.00.00;-200
04.08.2004;06.00.00;-200
04.08.2004;07.00.00;-200
04.08.2004;08.00.00;-200
04.08.2004;09.00.00;-200
04.08.2004;10.00.00;-200
04.08.2004;11.00.00;-200
04.08.2004;12.00.00;-200
04.08.2004;13.00.00;-200
04.08.2004;14.00.00;-200
04.08.2004;15.00.00;-200
04.08.2004;16.00.00;-200
04.08.2004;17.00.00;-200
04.08.2004;18.00.00;-200
04.08.2004;19.00.00;-200
04.08.2004;20.00.00;-200
04.08.2004;21.00.00;-200
04.08.2004;22.00.00;-200
04.08.2004;23.00.00;-200
05.08.2004;00.00.00;-200
05.08.2004;01.00.00;-200
05.08.2004;02.00.00;-200
05.08.2004;03.00.00;-200
05.08.2004;04.00.00;-200
05.08.2004;05.00.00;-200
05.08.2004;06.00.00;-200
05.08.2004;07.00.00;-200
05.08.2004;08.00.00;-200
05.08.2004;09.00.00;-200
05.08.2004;10.00.00;-200
05.08.2004;11.00.00;-200
05.08.2004;12.00.00;-200
05.08.2004;13.00.00;-200
05.08.2004;14.00.00;-200
05.08.2004;15.00.00;-200
05.08.2004;16.00.00;-200
05.08.2004;17.00.00;-200
05.08.2004;18.00.00;-200
05.08.2004;19.00.00;-200
05.08.2004;20.00.00;-200
05.08.2004;21.00.00;-200
05.08.2004;22.00.00;-200
05.08.2004;23.00.00;-200
06.08.2004;00.00.00;-200
06.08.2004;01.00.00;-200
06.08.2004;02.00.00;-200
06.08.2004;03.00.00;-200
06.08.2004;04.00.00;-200
06.08.2004;05.00.00;-200
06.08.2004;06.00.00;-200
06.08.2004;07.00.00;-200
06.08.2004;08.00.00;-200
06.08.2004;09.00.00;-200
06.08.2004;10.00.00;-200
06.08.2004;11.00.00;-200
06.08.2004;12.00.00;-200
06.08.2004;13.00.00;-200
06.08.2004;14.00.00;-200
06.08.2004;15.00.00;-200
06.08.2004;16.00.00;-200
06.08.2004;17.00.00;-200
06.08.2004;18.00.00;-200
06.08.2004;19.00.00;-200
06.08.2004;20.00.00;-200
06.08.2004;21.00.00;-200
06.08.2004;22.00.00;-200
06.08.2004;23.00.00;-200
07.08.2004;00.00.00;-200
07.08.2004;01.00.00;-200
07.08.2004;02.00.00;-200
07.08.2004;03.00.00;-200
07.08.2004;04.00.00;-200
07.08.2004;05.00.00;-200
07.08.2004;06.00.00;-200
07.08.2004;07.00.00;-200
07.08.2004;08.00.00;-200
07.08.2004;09.00.00;-200
07.08.2004;10.00.00;-200
07.08.2004;11.00.00;-200
07.08.2004;12.00.00;-200
07.08.2004;13.00.00;-200
07.08.2004;14.00.00;-200
07.08.2004;15.00.00;-200
07.08.2004;16.00.00;-200
07.08.2004;17.00.00;-200
07.08.2004;18.00.00;-200
07.08.2004;19.00.00;-200
07.08.2004;20.00.00;-200
07.08.2004;21.00.00;-200
07.08.2004;22.00.00;-200
07.08.2004;23.00.00;-200
08.08.2004;00.00.00;-200
08.08.2004;01.00.00;-200
08.08.2004;02.00.00;-200
08.08.2004;03.00.00;-200
08.08.2004;04.00.00;-200
08.08.2004;05.00.00;-200
08.08.2004;06.00.00;-200
08.08.2004;07.00.00;-200
08.08.2004;08.00.00;-200
08.08.2004;09.00.00;-200
08.08.2004;10.00.00;-200
08.08.2004;11.00.00;-200
08.08.2004;12.00.00;-200
08.08.2004;13.00.00;-200
08.08.2004;14.00.00;-200
08.08.2004;15.00.00;-200
08.08.2004;16.00.00;-200
08.08.2004;17.00.00;-200
08.08.2004;18.00.00;-200
08.08.2004;19.00.00;-200
08.08.2004;20.00.00;-200
08.08.2004;21.00.00;-200
08.08.2004;22.00.00;-200
08.08.2004;23.00.00;-200
09.08.2004;00.00.00;-200
09.08.2004;01.00.00;-200
09.08.2004;02.00.00;-200
09.08.2004;03.00.00;-200
09.08.2004;04.00.00;-200
09.08.2004;05.00.00;-200
09.08.2004;06.00.00;-200
09.08.2004;07.00.00;-200
09.08.2004;08.00.00;-200
09.08.2004;09.00.00;-200
09.08.2004;10.00.00;-200
09.08.2004;11.00.00;-200
09.08.2004;12.00.00;-200
09.08.2004;13.00.00;-200
09.08.2004;14.00.00;-200
09.08.2004;15.00.00;-200
09.08.2004;16.00.00;-200
09.08.2004;17.00.00;-200
09.08.2004;18.00.00;-200
09.08.2004;19.00.00;-200
09.08.2004;20.00.00;-200
09.08.2004;21.00.00;-200
09.08.2004;22.00.00;-200
09.08.2004;23.00.00;-200
10.08.2004;00.00.00;-200
10.08.2004;01.00.00;-200
10.08.2004;02.00.00;-200
10.08.2004;03.00.00;-200
10.08.2004;04.00.00;-200
10.08.2004;05.00.00;-200
10.08.2004;06.00.00;-200
10.08.2004;07.00.00;-200
10.08.2004;08.00.00;-200
10.08.2004;09.00.00;-200
10.08.2004;10.00.00;-200
10.08.2004;11.00.00;-200
10.08.2004;12.00.00;-200
10.08.2004;13.00.00;-200
10.08.2004;14.00.00;-200
10.08.2004;15.00.00;-200
10.08.2004;16.00.00;-200
10.08.2004;17.00.00;-200
10.08.2004;18.00.00;-200
10.08.2004;19.00.00;-200
10.08.2004;20.00.00;-200
10.08.2004;21.00.00;-200
10.08.2004;22.00.00;-200
10.08.2004;23.00.00;-200
11.08.2004;00.00.00;-200
11.08.2004;01.00.00;-200
11.08.2004;02.00.00;-200
11.08.2004;03.00.00;-200
11.08.2004;04.00.00;-200
11.08.2004;05.00.00;-200
11.08.2004;06.00.00;-200
11.08.2004;07.00.00;-200
11.08.2004;08.00.00;-200
11.08.2004;09.00.00;-200
