Date;Time;PT08.S5(O3)
03.07.2004;21.00.00;920
03.07.2004;22.00.00;1150
03.07.2004;23.00.00;1141
04.07.2004;00.00.00;1227
04.07.2004;01.00.00;887
04.07.2004;02.00.00;987
04.07.2004;03.00.00;903
04.07.2004;04.00.00;780
04.07.2004;05.00.00;767
04.07.2004;06.00.00;780
04.07.2004;07.00.00;698
04.07.2004;08.00.00;821
04.07.2004;09.00.00;772
04.07.2004;10.00.00;690
04.07.2004;11.00.00;586
04.07.2004;12.00.00;523
04.07.2004;13.00.00;488
04.07.2004;14.00.00;427
04.07.2004;15.00.00;468
04.07.2004;16.00.00;489
04.07.2004;17.00.00;515
04.07.2004;18.00.00;562
04.07.2004;19.00.00;776
04.07.2004;20.00.00;833
04.07.2004;21.00.00;1023
04.07.2004;22.00.00;967
04.07.2004;23.00.00;1089
05.07.2004;00.00.00;1103
05.07.2004;01.00.00;734
05.07.2004;02.00.00;671
05.07.2004;03.00.00;696
05.07.2004;04.00.00;729
05.07.2004;05.00.00;641
05.07.2004;06.00.00;825
05.07.2004;07.00.00;1179
05.07.2004;08.00.00;1651
05.07.2004;09.00.00;1474
05.07.2004;10.00.00;1370
05.07.2004;11.00.00;1141
05.07.2004;12.00.00;1076
05.07.2004;13.00.00;1036
05.07.2004;14.00.00;881
05.07.2004;15.00.00;960
05.07.2004;16.00.00;883
05.07.2004;17.00.00;1221
05.07.2004;18.00.00;1518
05.07.2004;19.00.00;1264
05.07.2004;20.00.00;1061
05.07.2004;21.00.00;947
05.07.2004;22.00.00;1059
05.07.2004;23.00.00;1030
06.07.2004;00.00.00;1065
06.07.2004;01.00.00;893
06.07.2004;02.00.00;837
06.07.2004;03.00.00;807
06.07.2004;04.00.00;596
06.07.2004;05.00.00;884
06.07.2004;06.00.00;1170
06.07.2004;07.00.00;1596
06.07.2004;08.00.00;1873
06.07.2004;09.00.00;1608
06.07.2004;10.00.00;1470
06.07.2004;11.00.00;1275
06.07.2004;12.00.00;1407
06.07.2004;13.00.00;1302
06.07.2004;14.00.00;931
06.07.2004;15.00.00;917
06.07.2004;16.00.00;985
06.07.2004;17.00.00;1265
06.07.2004;18.00.00;2475
06.07.2004;19.00.00;2021
06.07.2004;20.00.00;1834
06.07.2004;21.00.00;1426
06.07.2004;22.00.00;1272
06.07.2004;23.00.00;1490
07.07.2004;00.00.00;1440
07.07.2004;01.00.00;1271
07.07.2004;02.00.00;985
07.07.2004;03.00.00;826
07.07.2004;04.00.00;754
07.07.2004;05.00.00;853
07.07.2004;06.00.00;1340
07.07.2004;07.00.00;1869
07.07.2004;08.00.00;2021
07.07.2004;09.00.00;1902
07.07.2004;10.00.00;1527
07.07.2004;11.00.00;1260
07.07.2004;12.00.00;1124
07.07.2004;13.00.00;1309
07.07.2004;14.00.00;1283
07.07.2004;15.00.00;1068
07.07.2004;16.00.00;937
07.07.2004;17.00.00;1416
07.07.2004;18.00.00;1611
07.07.2004;19.00.00;1919
07.07.2004;20.00.00;1745
07.07.2004;21.00.00;1837
07.07.2004;22.00.00;1759
07.07.2004;23.00.00;1593
08.07.2004;00.00.00;1357
08.07.2004;01.00.00;1231
08.07.2004;02.00.00;1066
08.07.2004;03.00.00;992
08.07.2004;04.00.00;1063
08.07.2004;05.00.00;1204
08.07.2004;06.00.00;1079
08.07.2004;07.00.00;1593
08.07.2004;08.00.00;1745
08.07.2004;09.00.00;1847
08.07.2004;10.00.00;1845
08.07.2004;11.00.00;1886
08.07.2004;12.00.00;1039
08.07.2004;13.00.00;923
08.07.2004;14.00.00;926
08.07.2004;15.00.00;1277
08.07.2004;16.00.00;1301
08.07.2004;17.00.00;1385
08.07.2004;18.00.00;1474
08.07.2004;19.00.00;1948
08.07.2004;20.00.00;1677
08.07.2004;21.00.00;1434
08.07.2004;22.00.00;1424
08.07.2004;23.00.00;1504
09.07.2004;00.00.00;1661
09.07.2004;01.00.00;1714
09.07.2004;02.00.00;1050
09.07.2004;03.00.00;550
09.07.2004;04.00.00;456
09.07.2004;05.00.00;554
09.07.2004;06.00.00;744
09.07.2004;07.00.00;1280
09.07.2004;08.00.00;1096
09.07.2004;09.00.00;927
09.07.2004;10.00.00;840
09.07.2004;11.00.00;786
09.07.2004;12.00.00;690
09.07.2004;13.00.00;742
09.07.2004;14.00.00;680
09.07.2004;15.00.00;705
09.07.2004;16.00.00;677
09.07.2004;17.00.00;877
09.07.2004;18.00.00;844
09.07.2004;19.00.00;1006
09.07.2004;20.00.00;987
09.07.2004;21.00.00;868
09.07.2004;22.00.00;861
09.07.2004;23.00.00;1042
10.07.2004;00.00.00;1080
10.07.2004;01.00.00;811
10.07.2004;02.00.00;704
10.07.2004;03.00.00;522
10.07.2004;04.00.00;484
10.07.2004;05.00.00;580
10.07.2004;06.00.00;668
10.07.2004;07.00.00;835
10.07.2004;08.00.00;739
10.07.2004;09.00.00;763
10.07.2004;10.00.00;614
10.07.2004;11.00.00;566
10.07.2004;12.00.00;508
10.07.2004;13.00.00;509
10.07.2004;14.00.00;457
10.07.2004;15.00.00;438
10.07.2004;16.00.00;427
10.07.2004;17.00.00;453
10.07.2004;18.00.00;479
10.07.2004;19.00.00;500
10.07.2004;20.00.00;647
10.07.2004;21.00.00;728
10.07.2004;22.00.00;820
10.07.2004;23.00.00;946
11.07.2004;00.00.00;1018
11.07.2004;01.00.00;789
11.07.2004;02.00.00;647
11.07.2004;03.00.00;785
11.07.2004;04.00.00;576
11.07.2004;05.00.00;555
11.07.2004;06.00.00;552
11.07.2004;07.00.00;620
11.07.2004;08.00.00;557
11.07.2004;09.00.00;556
11.07.2004;10.00.00;573
11.07.2004;11.00.00;514
11.07.2004;12.00.00;478
11.07.2004;13.00.00;424
11.07.2004;14.00.00;386
11.07.2004;15.00.00;403
11.07.2004;16.00.00;462
11.07.2004;17.00.00;489
11.07.2004;18.00.00;463
11.07.2004;19.00.00;585
11.07.2004;20.00.00;748
11.07.2004;21.00.00;940
11.07.2004;22.00.00;1022
11.07.2004;23.00.00;929
12.07.2004;00.00.00;834
12.07.2004;01.00.00;751
12.07.2004;02.00.00;505
12.07.2004;03.00.00;486
12.07.2004;04.00.00;501
12.07.2004;05.00.00;628
12.07.2004;06.00.00;1043
12.07.2004;07.00.00;1463
12.07.2004;08.00.00;1358
12.07.2004;09.00.00;971
12.07.2004;10.00.00;894
12.07.2004;11.00.00;871
12.07.2004;12.00.00;952
12.07.2004;13.00.00;843
12.07.2004;14.00.00;750
12.07.2004;15.00.00;710
12.07.2004;16.00.00;814
12.07.2004;17.00.00;1052
12.07.2004;18.00.00;1060
12.07.2004;19.00.00;1153
12.07.2004;20.00.00;986
12.07.2004;21.00.00;781
12.07.2004;22.00.00;653
12.07.2004;23.00.00;777
13.07.2004;00.00.00;1015
13.07.2004;01.00.00;922
13.07.2004;02.00.00;678
13.07.2004;03.00.00;584
13.07.2004;04.00.00;725
13.07.2004;05.00.00;688
13.07.2004;06.00.00;887
13.07.2004;07.00.00;1494
13.07.2004;08.00.00;1647
13.07.2004;09.00.00;1489
13.07.2004;10.00.00;1361
13.07.2004;11.00.00;1224
13.07.2004;12.00.00;1174
13.07.2004;13.00.00;901
13.07.2004;14.00.00;794
13.07.2004;15.00.00;577
13.07.2004;16.00.00;776
13.07.2004;17.00.00;982
13.07.2004;18.00.00;1256
13.07.2004;19.00.00;1483
13.07.2004;20.00.00;1390
13.07.2004;21.00.00;1195
13.07.2004;22.00.00;1135
13.07.2004;23.00.00;1115
14.07.2004;00.00.00;1026
14.07.2004;01.00.00;836
14.07.2004;02.00.00;925
14.07.2004;03.00.00;933
14.07.2004;04.00.00;781
14.07.2004;05.00.00;959
14.07.2004;06.00.00;1155
14.07.2004;07.00.00;1686
14.07.2004;08.00.00;1791
14.07.2004;09.00.00;1643
14.07.2004;10.00.00;1360
14.07.2004;11.00.00;944
14.07.2004;12.00.00;905
14.07.2004;13.00.00;884
14.07.2004;14.00.00;968
14.07.2004;15.00.00;929
14.07.2004;16.00.00;936
14.07.2004;17.00.00;1107
14.07.2004;18.00.00;1225
14.07.2004;19.00.00;1372
14.07.2004;20.00.00;1139
14.07.2004;21.00.00;1505
14.07.2004;22.00.00;1074
14.07.2004;23.00.00;868
15.07.2004;00.00.00;1095
15.07.2004;01.00.00;989
15.07.2004;02.00.00;658
15.07.2004;03.00.00;603
15.07.2004;04.00.00;562
15.07.2004;05.00.00;618
15.07.2004;06.00.00;747
15.07.2004;07.00.00;1229
15.07.2004;08.00.00;1494
15.07.2004;09.00.00;1281
15.07.2004;10.00.00;954
15.07.2004;11.00.00;810
15.07.2004;12.00.00;882
15.07.2004;13.00.00;840
15.07.2004;14.00.00;743
15.07.2004;15.00.00;880
15.07.2004;16.00.00;928
15.07.2004;17.00.00;1218
15.07.2004;18.00.00;1170
15.07.2004;19.00.00;1620
15.07.2004;20.00.00;1508
15.07.2004;21.00.00;1318
15.07.2004;22.00.00;1189
15.07.2004;23.00.00;1000
16.07.2004;00.00.00;1020
16.07.2004;01.00.00;767
16.07.2004;02.00.00;674
16.07.2004;03.00.00;588
16.07.2004;04.00.00;545
16.07.2004;05.00.00;685
16.07.2004;06.00.00;702
16.07.2004;07.00.00;1188
16.07.2004;08.00.00;1589
16.07.2004;09.00.00;1331
16.07.2004;10.00.00;1040
16.07.2004;11.00.00;1137
16.07.2004;12.00.00;851
16.07.2004;13.00.00;782
16.07.2004;14.00.00;908
16.07.2004;15.00.00;806
16.07.2004;16.00.00;985
16.07.2004;17.00.00;1211
16.07.2004;18.00.00;1411
16.07.2004;19.00.00;1395
16.07.2004;20.00.00;1578
16.07.2004;21.00.00;1325
16.07.2004;22.00.00;1185
16.07.2004;23.00.00;1235
17.07.2004;00.00.00;1317
17.07.2004;01.00.00;1114
17.07.2004;02.00.00;1015
17.07.2004;03.00.00;1015
17.07.2004;04.00.00;961
17.07.2004;05.00.00;796
17.07.2004;06.00.00;826
17.07.2004;07.00.00;1057
17.07.2004;08.00.00;1302
17.07.2004;09.00.00;1284
17.07.2004;10.00.00;1348
17.07.2004;11.00.00;1025
17.07.2004;12.00.00;759
17.07.2004;13.00.00;680
17.07.2004;14.00.00;516
17.07.2004;15.00.00;500
17.07.2004;16.00.00;700
17.07.2004;17.00.00;1360
17.07.2004;18.00.00;722
17.07.2004;19.00.00;842
17.07.2004;20.00.00;879
17.07.2004;21.00.00;836
17.07.2004;22.00.00;1062
17.07.2004;23.00.00;1188
18.07.2004;00.00.00;1236
18.07.2004;01.00.00;853
18.07.2004;02.00.00;875
18.07.2004;03.00.00;704
18.07.2004;04.00.00;666
18.07.2004;05.00.00;679
18.07.2004;06.00.00;877
18.07.2004;07.00.00;826
18.07.2004;08.00.00;881
18.07.2004;09.00.00;1110
18.07.2004;10.00.00;927
18.07.2004;11.00.00;665
18.07.2004;12.00.00;474
18.07.2004;13.00.00;459
18.07.2004;14.00.00;437
18.07.2004;15.00.00;607
18.07.2004;16.00.00;620
18.07.2004;17.00.00;551
18.07.2004;18.00.00;532
18.07.2004;19.00.00;578
18.07.2004;20.00.00;721
18.07.2004;21.00.00;912
18.07.2004;22.00.00;1155
18.07.2004;23.00.00;1279
19.07.2004;00.00.00;1018
19.07.2004;01.00.00;842
19.07.2004;02.00.00;740
19.07.2004;03.00.00;625
19.07.2004;04.00.00;739
19.07.2004;05.00.00;970
19.07.2004;06.00.00;1177
19.07.2004;07.00.00;1518
19.07.2004;08.00.00;1811
19.07.2004;09.00.00;1696
19.07.2004;10.00.00;1603
19.07.2004;11.00.00;1370
19.07.2004;12.00.00;1194
19.07.2004;13.00.00;880
19.07.2004;14.00.00;748
19.07.2004;15.00.00;868
19.07.2004;16.00.00;959
19.07.2004;17.00.00;1160
19.07.2004;18.00.00;1453
19.07.2004;19.00.00;1400
19.07.2004;20.00.00;1265
19.07.2004;21.00.00;1366
19.07.2004;22.00.00;1593
19.07.2004;23.00.00;1336
20.07.2004;00.00.00;1317
20.07.2004;01.00.00;1173
20.07.2004;02.00.00;1163
20.07.2004;03.00.00;1012
20.07.2004;04.00.00;1164
20.07.2004;05.00.00;1090
20.07.2004;06.00.00;1338
20.07.2004;07.00.00;1808
20.07.2004;08.00.00;2176
20.07.2004;09.00.00;2028
20.07.2004;10.00.00;1758
20.07.2004;11.00.00;1350
20.07.2004;12.00.00;1060
20.07.2004;13.00.00;954
20.07.2004;14.00.00;1024
20.07.2004;15.00.00;1092
20.07.2004;16.00.00;927
20.07.2004;17.00.00;1274
20.07.2004;18.00.00;978
20.07.2004;19.00.00;1050
20.07.2004;20.00.00;1301
20.07.2004;21.00.00;1141
20.07.2004;22.00.00;1252
20.07.2004;23.00.00;1300
21.07.2004;00.00.00;1193
21.07.2004;01.00.00;1081
21.07.2004;02.00.00;1094
21.07.2004;03.00.00;917
21.07.2004;04.00.00;727
21.07.2004;05.00.00;1116
21.07.2004;06.00.00;1223
21.07.2004;07.00.00;1556
21.07.2004;08.00.00;1904
21.07.2004;09.00.00;1697
21.07.2004;10.00.00;1854
21.07.2004;11.00.00;1306
21.07.2004;12.00.00;980
21.07.2004;13.00.00;870
21.07.2004;14.00.00;613
21.07.2004;15.00.00;819
21.07.2004;16.00.00;868
21.07.2004;17.00.00;876
21.07.2004;18.00.00;1153
21.07.2004;19.00.00;1492
21.07.2004;20.00.00;1382
21.07.2004;21.00.00;1303
21.07.2004;22.00.00;1404
21.07.2004;23.00.00;1308
22.07.2004;00.00.00;1320
22.07.2004;01.00.00;1179
22.07.2004;02.00.00;1160
22.07.2004;03.00.00;1070
22.07.2004;04.00.00;1181
22.07.2004;05.00.00;1010
22.07.2004;06.00.00;1075
22.07.2004;07.00.00;1839
22.07.2004;08.00.00;2105
22.07.2004;09.00.00;1826
22.07.2004;10.00.00;1834
22.07.2004;11.00.00;1268
22.07.2004;12.00.00;1422
22.07.2004;13.00.00;1028
22.07.2004;14.00.00;929
22.07.2004;15.00.00;1150
22.07.2004;16.00.00;1235
22.07.2004;17.00.00;1315
22.07.2004;18.00.00;1469
22.07.2004;19.00.00;1515
22.07.2004;20.00.00;1510
22.07.2004;21.00.00;1327
22.07.2004;22.00.00;1318
22.07.2004;23.00.00;1436
23.07.2004;00.00.00;1608
23.07.2004;01.00.00;1257
23.07.2004;02.00.00;1094
23.07.2004;03.00.00;1066
23.07.2004;04.00.00;1022
23.07.2004;05.00.00;1139
23.07.2004;06.00.00;1158
23.07.2004;07.00.00;1602
23.07.2004;08.00.00;1770
23.07.2004;09.00.00;1651
23.07.2004;10.00.00;1435
23.07.2004;11.00.00;1159
23.07.2004;12.00.00;1193
23.07.2004;13.00.00;1094
23.07.2004;14.00.00;912
23.07.2004;15.00.00;908
23.07.2004;16.00.00;1010
23.07.2004;17.00.00;1020
23.07.2004;18.00.00;1280
23.07.2004;19.00.00;1287
23.07.2004;20.00.00;1216
23.07.2004;21.00.00;990
23.07.2004;22.00.00;1146
23.07.2004;23.00.00;1273
24.07.2004;00.00.00;1346
24.07.2004;01.00.00;1353
24.07.2004;02.00.00;1231
24.07.2004;03.00.00;1002
24.07.2004;04.00.00;1126
24.07.2004;05.00.00;995
24.07.2004;06.00.00;1003
24.07.2004;07.00.00;1055
24.07.2004;08.00.00;1156
24.07.2004;09.00.00;1179
24.07.2004;10.00.00;1306
24.07.2004;11.00.00;934
24.07.2004;12.00.00;689
24.07.2004;13.00.00;626
24.07.2004;14.00.00;488
24.07.2004;15.00.00;495
24.07.2004;16.00.00;562
24.07.2004;17.00.00;615
24.07.2004;18.00.00;660
24.07.2004;19.00.00;664
24.07.2004;20.00.00;567
24.07.2004;21.00.00;506
24.07.2004;22.00.00;560
24.07.2004;23.00.00;724
25.07.2004;00.00.00;977
25.07.2004;01.00.00;653
25.07.2004;02.00.00;642
25.07.2004;03.00.00;501
25.07.2004;04.00.00;450
25.07.2004;05.00.00;427
25.07.2004;06.00.00;470
25.07.2004;07.00.00;447
25.07.2004;08.00.00;463
25.07.2004;09.00.00;454
25.07.2004;10.00.00;500
25.07.2004;11.00.00;528
25.07.2004;12.00.00;490
25.07.2004;13.00.00;488
25.07.2004;14.00.00;475
25.07.2004;15.00.00;486
25.07.2004;16.00.00;438
25.07.2004;17.00.00;477
25.07.2004;18.00.00;626
25.07.2004;19.00.00;747
25.07.2004;20.00.00;858
25.07.2004;21.00.00;775
25.07.2004;22.00.00;803
25.07.2004;23.00.00;777
26.07.2004;00.00.00;770
26.07.2004;01.00.00;663
26.07.2004;02.00.00;529
26.07.2004;03.00.00;478
26.07.2004;04.00.00;429
26.07.2004;05.00.00;552
26.07.2004;06.00.00;916
26.07.2004;07.00.00;1169
26.07.2004;08.00.00;1049
26.07.2004;09.00.00;823
26.07.2004;10.00.00;804
26.07.2004;11.00.00;805
26.07.2004;12.00.00;826
26.07.2004;13.00.00;782
26.07.2004;14.00.00;593
26.07.2004;15.00.00;698
26.07.2004;16.00.00;719
26.07.2004;17.00.00;912
26.07.2004;18.00.00;1129
26.07.2004;19.00.00;1089
26.07.2004;20.00.00;1062
26.07.2004;21.00.00;924
26.07.2004;22.00.00;780
26.07.2004;23.00.00;856
27.07.2004;00.00.00;861
27.07.2004;01.00.00;684
27.07.2004;02.00.00;707
27.07.2004;03.00.00;554
27.07.2004;04.00.00;614
27.07.2004;05.00.00;606
27.07.2004;06.00.00;1023
27.07.2004;07.00.00;1134
27.07.2004;08.00.00;936
27.07.2004;09.00.00;868
27.07.2004;10.00.00;879
27.07.2004;11.00.00;785
27.07.2004;12.00.00;651
27.07.2004;13.00.00;679
27.07.2004;14.00.00;630
27.07.2004;15.00.00;594
27.07.2004;16.00.00;655
27.07.2004;17.00.00;783
27.07.2004;18.00.00;865
27.07.2004;19.00.00;776
27.07.2004;20.00.00;861
27.07.2004;21.00.00;729
27.07.2004;22.00.00;715
27.07.2004;23.00.00;615
28.07.2004;00.00.00;824
28.07.2004;01.00.00;748
28.07.2004;02.00.00;767
28.07.2004;03.00.00;513
28.07.2004;04.00.00;671
28.07.2004;05.00.00;798
28.07.2004;06.00.00;912
28.07.2004;07.00.00;1151
28.07.2004;08.00.00;1525
28.07.2004;09.00.00;1465
28.07.2004;10.00.00;1138
28.07.2004;11.00.00;763
28.07.2004;12.00.00;753
28.07.2004;13.00.00;665
28.07.2004;14.00.00;597
28.07.2004;15.00.00;730
28.07.2004;16.00.00;730
28.07.2004;17.00.00;1108
28.07.2004;18.00.00;1085
28.07.2004;19.00.00;1013
28.07.2004;20.00.00;1109
28.07.2004;21.00.00;913
28.07.2004;22.00.00;908
28.07.2004;23.00.00;923
29.07.2004;00.00.00;959
29.07.2004;01.00.00;898
29.07.2004;02.00.00;546
29.07.2004;03.00.00;543
29.07.2004;04.00.00;488
29.07.2004;05.00.00;704
29.07.2004;06.00.00;943
29.07.2004;07.00.00;1304
29.07.2004;08.00.00;1669
29.07.2004;09.00.00;1507
29.07.2004;10.00.00;1359
29.07.2004;11.00.00;1076
29.07.2004;12.00.00;797
29.07.2004;13.00.00;677
29.07.2004;14.00.00;559
29.07.2004;15.00.00;830
29.07.2004;16.00.00;734
29.07.2004;17.00.00;801
29.07.2004;18.00.00;828
29.07.2004;19.00.00;865
29.07.2004;20.00.00;916
29.07.2004;21.00.00;1106
29.07.2004;22.00.00;1226
29.07.2004;23.00.00;1106
30.07.2004;00.00.00;1087
30.07.2004;01.00.00;1000
30.07.2004;02.00.00;859
30.07.2004;03.00.00;919
30.07.2004;04.00.00;777
30.07.2004;05.00.00;790
30.07.2004;06.00.00;768
30.07.2004;07.00.00;1388
30.07.2004;08.00.00;1691
30.07.2004;09.00.00;1655
30.07.2004;10.00.00;1496
30.07.2004;11.00.00;1086
30.07.2004;12.00.00;763
30.07.2004;13.00.00;688
30.07.2004;14.00.00;694
30.07.2004;15.00.00;725
30.07.2004;16.00.00;686
30.07.2004;17.00.00;838
30.07.2004;18.00.00;974
30.07.2004;19.00.00;1038
30.07.2004;20.00.00;1108
30.07.2004;21.00.00;1135
30.07.2004;22.00.00;1143
30.07.2004;23.00.00;908
31.07.2004;00.00.00;-200
31.07.2004;01.00.00;778
31.07.2004;02.00.00;728
31.07.2004;03.00.00;728
31.07.2004;04.00.00;676
31.07.2004;05.00.00;742
31.07.2004;06.00.00;942
31.07.2004;07.00.00;926
31.07.2004;08.00.00;1039
31.07.2004;09.00.00;1158
31.07.2004;10.00.00;1347
31.07.2004;11.00.00;1262
31.07.2004;12.00.00;1073
31.07.2004;13.00.00;817
31.07.2004;14.00.00;606
31.07.2004;15.00.00;506
31.07.2004;16.00.00;559
31.07.2004;17.00.00;530
31.07.2004;18.00.00;612
31.07.2004;19.00.00;774
31.07.2004;20.00.00;899
31.07.2004;21.00.00;1066
31.07.2004;22.00.00;1040
31.07.2004;23.00.00;1139
01.08.2004;00.00.00;1086
01.08.2004;01.00.00;1049
01.08.2004;02.00.00;811
01.08.2004;03.00.00;629
01.08.2004;04.00.00;723
01.08.2004;05.00.00;646
01.08.2004;06.00.00;670
01.08.2004;07.00.00;603
01.08.2004;08.00.00;687
01.08.2004;09.00.00;733
01.08.2004;10.00.00;766
01.08.2004;11.00.00;621
01.08.2004;12.00.00;560
01.08.2004;13.00.00;451
01.08.2004;14.00.00;393
01.08.2004;15.00.00;417
01.08.2004;16.00.00;451
01.08.2004;17.00.00;461
01.08.2004;18.00.00;536
01.08.2004;19.00.00;619
01.08.2004;20.00.00;766
01.08.2004;21.00.00;785
01.08.2004;22.00.00;793
01.08.2004;23.00.00;838
02.08.2004;00.00.00;799
02.08.2004;01.00.00;553
02.08.2004;02.00.00;465
02.08.2004;03.00.00;406
02.08.2004;04.00.00;396
02.08.2004;05.00.00;468
02.08.2004;06.00.00;638
02.08.2004;07.00.00;1097
02.08.2004;08.00.00;1248
02.08.2004;09.00.00;1067
02.08.2004;10.00.00;964
02.08.2004;11.00.00;903
02.08.2004;12.00.00;839
02.08.2004;13.00.00;692
02.08.2004;14.00.00;629
02.08.2004;15.00.00;666
02.08.2004;16.00.00;684
02.08.2004;17.00.00;816
02.08.2004;18.00.00;876
02.08.2004;19.00.00;836
02.08.2004;20.00.00;846
02.08.2004;21.00.00;795
02.08.2004;22.00.00;836
02.08.2004;23.00.00;818
03.08.2004;00.00.00;777
03.08.2004;01.00.00;733
03.08.2004;02.00.00;703
03.08.2004;03.00.00;559
03.08.2004;04.00.00;589
03.08.2004;05.00.00;585
03.08.2004;06.00.00;644
03.08.2004;07.00.00;1392
03.08.2004;08.00.00;1533
03.08.2004;09.00.00;1404
03.08.2004;10.00.00;1204
03.08.2004;11.00.00;915
03.08.2004;12.00.00;940
03.08.2004;13.00.00;863
03.08.2004;14.00.00;747
03.08.2004;15.00.00;704
03.08.2004;16.00.00;791
03.08.2004;17.00.00;824
03.08.2004;18.00.00;913
03.08.2004;19.00.00;907
03.08.2004;20.00.00;918
03.08.2004;21.00.00;914
03.08.2004;22.00.00;955
03.08.2004;23.00.00;1063
04.08.2004;00.00.00;982
04.08.2004;01.00.00;914
04.08.2004;02.00.00;861
04.08.2004;03.00.00;713
04.08.2004;04.00.00;740
04.08.2004;05.00.00;801
04.08.2004;06.00.00;1132
04.08.2004;07.00.00;1473
04.08.2004;08.00.00;1607
04.08.2004;09.00.00;1146
04.08.2004;10.00.00;867
04.08.2004;11.00.00;869
04.08.2004;12.00.00;744
04.08.2004;13.00.00;702
04.08.2004;14.00.00;554
04.08.2004;15.00.00;661
04.08.2004;16.00.00;630
04.08.2004;17.00.00;803
04.08.2004;18.00.00;727
04.08.2004;19.00.00;894
04.08.2004;20.00.00;864
04.08.2004;21.00.00;743
04.08.2004;22.00.00;830
04.08.2004;23.00.00;675
05.08.2004;00.00.00;839
05.08.2004;01.00.00;758
05.08.2004;02.00.00;644
05.08.2004;03.00.00;615
05.08.2004;04.00.00;578
05.08.2004;05.00.00;843
05.08.2004;06.00.00;1113
05.08.2004;07.00.00;1388
05.08.2004;08.00.00;1310
05.08.2004;09.00.00;1056
05.08.2004;10.00.00;1104
05.08.2004;11.00.00;973
05.08.2004;12.00.00;1001
05.08.2004;13.00.00;747
05.08.2004;14.00.00;653
05.08.2004;15.00.00;934
05.08.2004;16.00.00;811
05.08.2004;17.00.00;918
05.08.2004;18.00.00;899
05.08.2004;19.00.00;902
05.08.2004;20.00.00;900
05.08.2004;21.00.00;875
05.08.2004;22.00.00;879
05.08.2004;23.00.00;859
06.08.2004;00.00.00;1048
06.08.2004;01.00.00;1048
06.08.2004;02.00.00;959
06.08.2004;03.00.00;898
06.08.2004;04.00.00;859
06.08.2004;05.00.00;947
06.08.2004;06.00.00;1081
06.08.2004;07.00.00;1257
06.08.2004;08.00.00;1404
06.08.2004;09.00.00;1412
06.08.2004;10.00.00;1428
06.08.2004;11.00.00;1451
06.08.2004;12.00.00;1346
06.08.2004;13.00.00;1093
06.08.2004;14.00.00;940
06.08.2004;15.00.00;909
06.08.2004;16.00.00;1005
06.08.2004;17.00.00;756
06.08.2004;18.00.00;1080
06.08.2004;19.00.00;1220
06.08.2004;20.00.00;1208
06.08.2004;21.00.00;1057
06.08.2004;22.00.00;1009
06.08.2004;23.00.00;1088
07.08.2004;00.00.00;1062
07.08.2004;01.00.00;975
07.08.2004;02.00.00;793
07.08.2004;03.00.00;787
07.08.2004;04.00.00;802
07.08.2004;05.00.00;754
07.08.2004;06.00.00;774
07.08.2004;07.00.00;860
07.08.2004;08.00.00;988
07.08.2004;09.00.00;1113
07.08.2004;10.00.00;1063
07.08.2004;11.00.00;858
07.08.2004;12.00.00;642
07.08.2004;13.00.00;588
07.08.2004;14.00.00;484
07.08.2004;15.00.00;498
07.08.2004;16.00.00;538
07.08.2004;17.00.00;565
07.08.2004;18.00.00;672
07.08.2004;19.00.00;689
07.08.2004;20.00.00;714
07.08.2004;21.00.00;631
07.08.2004;22.00.00;829
07.08.2004;23.00.00;875
08.08.2004;00.00.00;803
08.08.2004;01.00.00;759
08.08.2004;02.00.00;638
08.08.2004;03.00.00;700
08.08.2004;04.00.00;615
08.08.2004;05.00.00;596
08.08.2004;06.00.00;650
08.08.2004;07.00.00;655
08.08.2004;08.00.00;779
08.08.2004;09.00.00;758
08.08.2004;10.00.00;598
08.08.2004;11.00.00;643
08.08.2004;12.00.00;778
08.08.2004;13.00.00;522
08.08.2004;14.00.00;419
08.08.2004;15.00.00;444
08.08.2004;16.00.00;474
08.08.2004;17.00.00;495
08.08.2004;18.00.00;504
08.08.2004;19.00.00;616
08.08.2004;20.00.00;690
08.08.2004;21.00.00;846
08.08.2004;22.00.00;1013
08.08.2004;23.00.00;978
09.08.2004;00.00.00;821
09.08.2004;01.00.00;862
09.08.2004;02.00.00;755
09.08.2004;03.00.00;715
09.08.2004;04.00.00;684
09.08.2004;05.00.00;853
09.08.2004;06.00.00;990
09.08.2004;07.00.00;1206
09.08.2004;08.00.00;1274
09.08.2004;09.00.00;1336
09.08.2004;10.00.00;1068
09.08.2004;11.00.00;804
09.08.2004;12.00.00;826
09.08.2004;13.00.00;745
09.08.2004;14.00.00;638
09.08.2004;15.00.00;684
09.08.2004;16.00.00;-200
09.08.2004;17.00.00;-200
09.08.2004;18.00.00;-200
09.08.2004;19.00.00;-200
09.08.2004;20.00.00;1020
09.08.2004;21.00.00;1100
09.08.2004;22.00.00;1086
09.08.2004;23.00.00;1060
10.08.2004;00.00.00;996
10.08.2004;01.00.00;856
10.08.2004;02.00.00;722
10.08.2004;03.00.00;860
10.08.2004;04.00.00;772
10.08.2004;05.00.00;910
10.08.2004;06.00.00;1051
10.08.2004;07.00.00;1257
10.08.2004;08.00.00;1410
10.08.2004;09.00.00;1433
10.08.2004;10.00.00;1413
10.08.2004;11.00.00;1206
10.08.2004;12.00.00;831
10.08.2004;13.00.00;544
10.08.2004;14.00.00;525
10.08.2004;15.00.00;644
